"","oid","typ","cid","tna","rnk","tid","mna","mra","mid","oei","oli","eag","lag","rid","gnl","gnn","odl","odn","cll","cln","phl","phn","idt","ids","rss","eag.1","lag.1","cxi","ein","lin","fml","fmn","rst","eid","idf"
"1:1161","314955","occ","30105","Nilssonia sp. 1 informal",NA,"157259","Nilsonia","5","169172","Bathonian",NA,"168.3","166.1","7984;7984","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 1","informal",168.3,166.1,"128","128","128",NA,NA,NA,NA,NA
"1:1162","314980","occ","30106","Ctenozamites sp. 1 informal","5","407041","Ctenozamites","5","407041","Bathonian",NA,"168.3","166.1","8136;8136","Ctenozamites","407041","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Ctenozamites","sp. 1","informal",168.3,166.1,"128","128","128",NA,NA,NA,NA,NA
"1:1163","315008","occ","30107","Paracycas sp. 1 informal","5","412098","Paracycas","5","412098","Bathonian",NA,"168.3","166.1","8283;8283","Paracycas","412098","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Paracycas","sp. 1","informal",168.3,166.1,"128","128","128",NA,NA,NA,NA,NA
"1:1164","315034","occ","30108","Nilssonia sp. 1 informal",NA,"157259","Nilsonia","5","169172","Bathonian",NA,"168.3","166.1","8163;8163","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 1","informal",168.3,166.1,"128","128","128",NA,NA,NA,NA,NA
"1:1165","315035","occ","30108","Nilssonia sp. 2 informal",NA,"157259","Nilsonia","5","169172","Bathonian",NA,"168.3","166.1","8163;8163","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 2","informal",168.3,166.1,"128","128","128",NA,NA,NA,NA,NA
"1:1166","315036","occ","30108","Nilssonia sp. 3 informal",NA,"157259","Nilsonia","5","169172","Bathonian",NA,"168.3","166.1","8163;8163","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 3","informal",168.3,166.1,"128","128","128",NA,NA,NA,NA,NA
"1:1167","315037","occ","30108","Nilssonia sp. 4 informal",NA,"157259","Nilsonia","5","169172","Bathonian",NA,"168.3","166.1","8163;8163","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 4","informal",168.3,166.1,"128","128","128",NA,NA,NA,NA,NA
"1:1168","315038","occ","30108","Nilssonia sp. 5 informal",NA,"157259","Nilsonia","5","169172","Bathonian",NA,"168.3","166.1","8163;8163","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 5","informal",168.3,166.1,"128","128","128",NA,NA,NA,NA,NA
"1:1169","315039","occ","30108","Nilssonia sp. 6 informal",NA,"157259","Nilsonia","5","169172","Bathonian",NA,"168.3","166.1","8163;8163","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 6","informal",168.3,166.1,"128","128","128",NA,NA,NA,NA,NA
"1:1170","315053","occ","30108","Taeniopteris sp. 1 informal","5","56180","Taeniopteris","5","56180","Bathonian",NA,"168.3","166.1","8163;8163","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 1","informal",168.3,166.1,"128","128","128",NA,NA,NA,NA,NA
"1:1171","315071","occ","30109","Ctenozamites sp. 1 informal","5","407041","Ctenozamites","5","407041","Callovian",NA,"166.1","163.5","8074;8074","Ctenozamites","407041","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Ctenozamites","sp. 1","informal",166.1,163.5,"127","127","127",NA,NA,NA,NA,NA
"1:1172","315075","occ","30109","Nilssonia sp. 1 informal",NA,"157259","Nilsonia","5","169172","Callovian",NA,"166.1","163.5","8074;8074","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 1","informal",166.1,163.5,"127","127","127",NA,NA,NA,NA,NA
"1:1173","315087","occ","30109","Paracycas sp. 1 informal","5","412098","Paracycas","5","412098","Callovian",NA,"166.1","163.5","8074;8074","Paracycas","412098","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Paracycas","sp. 1","informal",166.1,163.5,"127","127","127",NA,NA,NA,NA,NA
"1:1174","315088","occ","30109","Paracycas sp. 2 informal","5","412098","Paracycas","5","412098","Callovian",NA,"166.1","163.5","8074;8074","Paracycas","412098","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Paracycas","sp. 2","informal",166.1,163.5,"127","127","127",NA,NA,NA,NA,NA
"1:1175","315089","occ","30109","Paracycas sp. 3 informal","5","412098","Paracycas","5","412098","Callovian",NA,"166.1","163.5","8074;8074","Paracycas","412098","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Paracycas","sp. 3","informal",166.1,163.5,"127","127","127",NA,NA,NA,NA,NA
"1:1176","315091","occ","30109","Pseudoctenis sp. 1 informal","5","279032","Pseudoctenis","5","279032","Callovian",NA,"166.1","163.5","8074;8074","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 1","informal",166.1,163.5,"127","127","127","Nilssoniaceae","168703",NA,NA,NA
"1:1177","315092","occ","30109","Pseudoctenis sp. 2 informal","5","279032","Pseudoctenis","5","279032","Callovian",NA,"166.1","163.5","8074;8074","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 2","informal",166.1,163.5,"127","127","127","Nilssoniaceae","168703",NA,NA,NA
"1:1178","315093","occ","30109","Pseudoctenis sp. 3 informal","5","279032","Pseudoctenis","5","279032","Callovian",NA,"166.1","163.5","8074;8074","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 3","informal",166.1,163.5,"127","127","127","Nilssoniaceae","168703",NA,NA,NA
"1:1179","315094","occ","30109","Pseudoctenis sp. 4 informal","5","279032","Pseudoctenis","5","279032","Callovian",NA,"166.1","163.5","8074;8074","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 4","informal",166.1,163.5,"127","127","127","Nilssoniaceae","168703",NA,NA,NA
"1:1180","315095","occ","30109","Pseudoctenis sp. 5 informal","5","279032","Pseudoctenis","5","279032","Callovian",NA,"166.1","163.5","8074;8074","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 5","informal",166.1,163.5,"127","127","127","Nilssoniaceae","168703",NA,NA,NA
"1:1181","315096","occ","30109","Pseudoctenis sp. 6 informal","5","279032","Pseudoctenis","5","279032","Callovian",NA,"166.1","163.5","8074;8074","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 6","informal",166.1,163.5,"127","127","127","Nilssoniaceae","168703",NA,NA,NA
"1:1182","315097","occ","30109","Pseudoctenis sp. 7 informal","5","279032","Pseudoctenis","5","279032","Callovian",NA,"166.1","163.5","8074;8074","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 7","informal",166.1,163.5,"127","127","127","Nilssoniaceae","168703",NA,NA,NA
"1:1183","315098","occ","30109","Pseudoctenis sp. 8 informal","5","279032","Pseudoctenis","5","279032","Callovian",NA,"166.1","163.5","8074;8074","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 8","informal",166.1,163.5,"127","127","127","Nilssoniaceae","168703",NA,NA,NA
"1:1184","315099","occ","30109","Pseudoctenis sp. 9 informal","5","279032","Pseudoctenis","5","279032","Callovian",NA,"166.1","163.5","8074;8074","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 9","informal",166.1,163.5,"127","127","127","Nilssoniaceae","168703",NA,NA,NA
"1:1185","315122","occ","30109","Taeniopteris sp. 1 informal","5","56180","Taeniopteris","5","56180","Callovian",NA,"166.1","163.5","8074;8074","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 1","informal",166.1,163.5,"127","127","127",NA,NA,NA,NA,NA
"1:1186","315139","occ","30110","Taeniopteris sp. 1 informal","5","56180","Taeniopteris","5","56180","Sinemurian","Pliensbachian","199.3","182.7","8020;8020","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 1","informal",199.3,182.7,"43","133","132",NA,NA,NA,NA,NA
"1:1187","315153","occ","30111","Paracycas sp. 1 informal","5","412098","Paracycas","5","412098","Callovian",NA,"166.1","163.5","8246;8246","Paracycas","412098","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Paracycas","sp. 1","informal",166.1,163.5,"127","127","127",NA,NA,NA,NA,NA
"1:1188","315154","occ","30111","Paracycas sp. 2 informal","5","412098","Paracycas","5","412098","Callovian",NA,"166.1","163.5","8246;8246","Paracycas","412098","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Paracycas","sp. 2","informal",166.1,163.5,"127","127","127",NA,NA,NA,NA,NA
"1:1189","315155","occ","30111","Pseudoctenis sp. 1 informal","5","279032","Pseudoctenis","5","279032","Callovian",NA,"166.1","163.5","8246;8246","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 1","informal",166.1,163.5,"127","127","127","Nilssoniaceae","168703",NA,NA,NA
"1:1190","315156","occ","30111","Pseudoctenis sp. 2 informal","5","279032","Pseudoctenis","5","279032","Callovian",NA,"166.1","163.5","8246;8246","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 2","informal",166.1,163.5,"127","127","127","Nilssoniaceae","168703",NA,NA,NA
"1:1191","315157","occ","30111","Pseudoctenis sp. 3 informal","5","279032","Pseudoctenis","5","279032","Callovian",NA,"166.1","163.5","8246;8246","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 3","informal",166.1,163.5,"127","127","127","Nilssoniaceae","168703",NA,NA,NA
"1:1192","315158","occ","30111","Pseudoctenis sp. 4 informal","5","279032","Pseudoctenis","5","279032","Callovian",NA,"166.1","163.5","8246;8246","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 4","informal",166.1,163.5,"127","127","127","Nilssoniaceae","168703",NA,NA,NA
"1:1193","315177","occ","30112","Ctenozamites sp. 1 informal","5","407041","Ctenozamites","5","407041","Callovian",NA,"166.1","163.5","8246;8246","Ctenozamites","407041","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Ctenozamites","sp. 1","informal",166.1,163.5,"127","127","127",NA,NA,NA,NA,NA
"1:1194","315184","occ","30112","Paracycas sp. 1 informal","5","412098","Paracycas","5","412098","Callovian",NA,"166.1","163.5","8246;8246","Paracycas","412098","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Paracycas","sp. 1","informal",166.1,163.5,"127","127","127",NA,NA,NA,NA,NA
"1:1195","315185","occ","30112","Pseudoctenis sp. 1 informal","5","279032","Pseudoctenis","5","279032","Callovian",NA,"166.1","163.5","8246;8246","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 1","informal",166.1,163.5,"127","127","127","Nilssoniaceae","168703",NA,NA,NA
"1:1196","315186","occ","30112","Pseudoctenis sp. 2 informal","5","279032","Pseudoctenis","5","279032","Callovian",NA,"166.1","163.5","8246;8246","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 2","informal",166.1,163.5,"127","127","127","Nilssoniaceae","168703",NA,NA,NA
"1:1197","315229","occ","30114","Nilssonia sp. 1 informal",NA,"157259","Nilsonia","5","169172","Bathonian",NA,"168.3","166.1","8245;8245","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 1","informal",168.3,166.1,"128","128","128",NA,NA,NA,NA,NA
"1:1198","315230","occ","30114","Nilssonia sp. 2 informal",NA,"157259","Nilsonia","5","169172","Bathonian",NA,"168.3","166.1","8245;8245","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 2","informal",168.3,166.1,"128","128","128",NA,NA,NA,NA,NA
"1:1199","315231","occ","30114","Nilssonia sp. 3 informal",NA,"157259","Nilsonia","5","169172","Bathonian",NA,"168.3","166.1","8245;8245","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 3","informal",168.3,166.1,"128","128","128",NA,NA,NA,NA,NA
"1:1200","315232","occ","30114","Nilssonia sp. 4 informal",NA,"157259","Nilsonia","5","169172","Bathonian",NA,"168.3","166.1","8245;8245","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 4","informal",168.3,166.1,"128","128","128",NA,NA,NA,NA,NA
"1:1201","315255","occ","30114","Taeniopteris sp. 1 informal","5","56180","Taeniopteris","5","56180","Bathonian",NA,"168.3","166.1","8245;8245","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 1","informal",168.3,166.1,"128","128","128",NA,NA,NA,NA,NA
"1:1202","315272","occ","30115","Ctenozamites sp. 1 informal","5","407041","Ctenozamites","5","407041","Bathonian",NA,"168.3","166.1","8244;8244","Ctenozamites","407041","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Ctenozamites","sp. 1","informal",168.3,166.1,"128","128","128",NA,NA,NA,NA,NA
"1:1203","315280","occ","30115","Nilssonia sp. 1 informal",NA,"157259","Nilsonia","5","169172","Bathonian",NA,"168.3","166.1","8244;8244","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 1","informal",168.3,166.1,"128","128","128",NA,NA,NA,NA,NA
"1:1204","315287","occ","30115","Paracycas sp. 1 informal","5","412098","Paracycas","5","412098","Bathonian",NA,"168.3","166.1","8244;8244","Paracycas","412098","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Paracycas","sp. 1","informal",168.3,166.1,"128","128","128",NA,NA,NA,NA,NA
"1:1205","315289","occ","30115","Pseudoctenis sp. 1 informal","5","279032","Pseudoctenis","5","279032","Bathonian",NA,"168.3","166.1","8244;8244","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 1","informal",168.3,166.1,"128","128","128","Nilssoniaceae","168703",NA,NA,NA
"1:1206","315316","occ","30116","Paracycas sp. 1 informal","5","412098","Paracycas","5","412098","Middle Jurassic",NA,"174.1","163.5","8244;8244","Paracycas","412098","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Paracycas","sp. 1","informal",174.1,163.5,"42","42","42",NA,NA,NA,NA,NA
"1:1207","315317","occ","30116","Paracycas sp. 2 informal","5","412098","Paracycas","5","412098","Middle Jurassic",NA,"174.1","163.5","8244;8244","Paracycas","412098","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Paracycas","sp. 2","informal",174.1,163.5,"42","42","42",NA,NA,NA,NA,NA
"1:1208","315353","occ","30119","Nilssonia sp. 1 informal",NA,"157259","Nilsonia","5","169172","Bajocian",NA,"170.3","168.3","8244;8244","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 1","informal",170.3,168.3,"129","129","129",NA,NA,NA,NA,NA
"1:1209","315363","occ","30119","Taeniopteris sp. 1 informal","5","56180","Taeniopteris","5","56180","Bajocian",NA,"170.3","168.3","8244;8244","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 1","informal",170.3,168.3,"129","129","129",NA,NA,NA,NA,NA
"1:1210","315378","occ","30121","Anthrophyopsis sp. 1 informal","5","404653","Anthrophyopsis","5","404653","Rhaetian","Sinemurian","208.5","190.8","8217;8217","Anthrophyopsis","404653","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Anthrophyopsis","sp. 1","informal",208.5,190.8,"2","135","133",NA,NA,NA,NA,NA
"1:1211","315446","occ","30124","Ctenozamites sp. 1 informal","5","407041","Ctenozamites","5","407041","Bathonian",NA,"168.3","166.1","7998;7998","Ctenozamites","407041","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Ctenozamites","sp. 1","informal",168.3,166.1,"128","128","128",NA,NA,NA,NA,NA
"1:1212","315455","occ","30124","Nilssonia sp. 1 informal",NA,"157259","Nilsonia","5","169172","Bathonian",NA,"168.3","166.1","7998;7998","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 1","informal",168.3,166.1,"128","128","128",NA,NA,NA,NA,NA
"1:1213","315465","occ","30124","Paracycas sp. 1 informal","5","412098","Paracycas","5","412098","Bathonian",NA,"168.3","166.1","7998;7998","Paracycas","412098","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Paracycas","sp. 1","informal",168.3,166.1,"128","128","128",NA,NA,NA,NA,NA
"1:1214","315469","occ","30124","Pseudoctenis sp. 1 informal","5","279032","Pseudoctenis","5","279032","Bathonian",NA,"168.3","166.1","7998;7998","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 1","informal",168.3,166.1,"128","128","128","Nilssoniaceae","168703",NA,NA,NA
"1:1215","315470","occ","30124","Pseudoctenis sp. 2 informal","5","279032","Pseudoctenis","5","279032","Bathonian",NA,"168.3","166.1","7998;7998","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 2","informal",168.3,166.1,"128","128","128","Nilssoniaceae","168703",NA,NA,NA
"1:1216","315485","occ","30125","Nilssonia sp. 1 informal",NA,"157259","Nilsonia","5","169172","Late Jurassic",NA,"163.5","145","8125;8125","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 1","informal",163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:1217","315489","occ","30125","Taeniopteris sp. 1 informal","5","56180","Taeniopteris","5","56180","Late Jurassic",NA,"163.5","145","8125;8125","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 1","informal",163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:1218","315490","occ","30125","Taeniopteris sp. 2 informal","5","56180","Taeniopteris","5","56180","Late Jurassic",NA,"163.5","145","8125;8125","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 2","informal",163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:1219","315491","occ","30125","Taeniopteris sp. 3 informal","5","56180","Taeniopteris","5","56180","Late Jurassic",NA,"163.5","145","8125;8125","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 3","informal",163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:1220","315504","occ","30126","Taeniopteris sp. 1 informal","5","56180","Taeniopteris","5","56180","Late Jurassic","Early Cretaceous","163.5","100.5","8236;8236","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 1","informal",163.5,100.5,"2","41","40",NA,NA,NA,NA,NA
"1:1221","315520","occ","30127","Ctenozamites sp. 1 informal","5","407041","Ctenozamites","5","407041","Middle Jurassic","Late Jurassic","174.1","145","8004;8004","Ctenozamites","407041","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Ctenozamites","sp. 1","informal",174.1,145,"15","42","41",NA,NA,NA,NA,NA
"1:1222","315545","occ","30127","Pseudoctenis sp. 1 informal","5","279032","Pseudoctenis","5","279032","Middle Jurassic","Late Jurassic","174.1","145","8004;8004","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 1","informal",174.1,145,"15","42","41","Nilssoniaceae","168703",NA,NA,NA
"1:1223","315559","occ","30127","Taeniopteris sp. 1 informal","5","56180","Taeniopteris","5","56180","Middle Jurassic","Late Jurassic","174.1","145","8004;8004","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 1","informal",174.1,145,"15","42","41",NA,NA,NA,NA,NA
"1:1224","315560","occ","30127","Taeniopteris sp. 2 informal","5","56180","Taeniopteris","5","56180","Middle Jurassic","Late Jurassic","174.1","145","8004;8004","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 2","informal",174.1,145,"15","42","41",NA,NA,NA,NA,NA
"1:1225","315561","occ","30127","Taeniopteris sp. 3 informal","5","56180","Taeniopteris","5","56180","Middle Jurassic","Late Jurassic","174.1","145","8004;8004","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 3","informal",174.1,145,"15","42","41",NA,NA,NA,NA,NA
"1:1226","315596","occ","30129","Nilssonia sp. 1 informal",NA,"157259","Nilsonia","5","169172","Late Jurassic",NA,"163.5","145","8236;8236","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp. 1","informal",163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:1227","315620","occ","30130","Taeniopteris sp. 1 informal","5","56180","Taeniopteris","5","56180","Late Jurassic",NA,"163.5","145","8038;8038","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 1","informal",163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:1228","315621","occ","30130","Taeniopteris sp. 2 informal","5","56180","Taeniopteris","5","56180","Late Jurassic",NA,"163.5","145","8038;8038","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 2","informal",163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:1229","315622","occ","30130","Taeniopteris sp. 3 informal","5","56180","Taeniopteris","5","56180","Late Jurassic",NA,"163.5","145","8038;8038","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 3","informal",163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:1230","315648","occ","30132","Taeniopteris sp. 1 informal","5","56180","Taeniopteris","5","56180","Early Triassic",NA,"252.17","247.2","7974;7974","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 1","informal",252.17,247.2,"46","46","46",NA,NA,NA,NA,NA
"1:1231","315921","occ","30152","Pseudoctenis sp. 1 informal","5","279032","Pseudoctenis","5","279032","Artinskian","Kungurian","290.1","272.3","8166;8166","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 1","informal",290.1,272.3,"773","149","148","Nilssoniaceae","168703",NA,NA,NA
"1:1232","316423","occ","30175","Pseudoctenis sp. 1 informal","5","279032","Pseudoctenis","5","279032","Wordian","Lopingian","268.8","252.17","8166;8166","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 1","informal",268.8,252.17,"17","146","771","Nilssoniaceae","168703",NA,NA,NA
"1:1233","316426","occ","30175","Taeniopteris sp. 1 informal","5","56180","Taeniopteris","5","56180","Wordian","Lopingian","268.8","252.17","8166;8166","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 1","informal",268.8,252.17,"17","146","771",NA,NA,NA,NA,NA
"1:1234","316468","occ","30176","Pseudoctenis sp. 1 informal","5","279032","Pseudoctenis","5","279032","Wordian","Lopingian","268.8","252.17","8166;8166","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 1","informal",268.8,252.17,"17","146","771","Nilssoniaceae","168703",NA,NA,NA
"1:1235","316480","occ","30177","Anthrophyopsis sp. 1 informal","5","404653","Anthrophyopsis","5","404653","Wordian","Lopingian","268.8","252.17","8166;8166","Anthrophyopsis","404653","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Anthrophyopsis","sp. 1","informal",268.8,252.17,"17","146","771",NA,NA,NA,NA,NA
"1:1236","316505","occ","30177","Pseudoctenis sp. 1 informal","5","279032","Pseudoctenis","5","279032","Wordian","Lopingian","268.8","252.17","8166;8166","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 1","informal",268.8,252.17,"17","146","771","Nilssoniaceae","168703",NA,NA,NA
"1:1237","316530","occ","30178","Pseudoctenis sp. 1 informal","5","279032","Pseudoctenis","5","279032","Wordian","Lopingian","268.8","252.17","8166;8166","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp. 1","informal",268.8,252.17,"17","146","771","Nilssoniaceae","168703",NA,NA,NA
"1:1238","316604","occ","30182","Taeniopteris sp. 1 informal","5","56180","Taeniopteris","5","56180","Artinskian",NA,"290.1","279.3","7993;7993","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 1","informal",290.1,279.3,"149","149","149",NA,NA,NA,NA,NA
"1:1239","316605","occ","30182","Taeniopteris sp. 2 informal","5","56180","Taeniopteris","5","56180","Artinskian",NA,"290.1","279.3","7993;7993","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 2","informal",290.1,279.3,"149","149","149",NA,NA,NA,NA,NA
"1:1240","316606","occ","30182","Taeniopteris sp. 3 informal","5","56180","Taeniopteris","5","56180","Artinskian",NA,"290.1","279.3","7993;7993","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 3","informal",290.1,279.3,"149","149","149",NA,NA,NA,NA,NA
"1:1241","316607","occ","30182","Taeniopteris sp. 4 informal","5","56180","Taeniopteris","5","56180","Artinskian",NA,"290.1","279.3","7993;7993","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 4","informal",290.1,279.3,"149","149","149",NA,NA,NA,NA,NA
"1:1242","316608","occ","30182","Taeniopteris sp. 5 informal","5","56180","Taeniopteris","5","56180","Artinskian",NA,"290.1","279.3","7993;7993","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 5","informal",290.1,279.3,"149","149","149",NA,NA,NA,NA,NA
"1:1243","316609","occ","30182","Taeniopteris sp. 6 informal","5","56180","Taeniopteris","5","56180","Artinskian",NA,"290.1","279.3","7993;7993","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 6","informal",290.1,279.3,"149","149","149",NA,NA,NA,NA,NA
"1:1244","316610","occ","30182","Taeniopteris sp. 7 informal","5","56180","Taeniopteris","5","56180","Artinskian",NA,"290.1","279.3","7993;7993","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp. 7","informal",290.1,279.3,"149","149","149",NA,NA,NA,NA,NA
